1657216231.865282,42054,5050,2093483280,0,10,0,0,0,0,0,0,1,0,64240,29786,0
1657216231.865303,5050,42054,2878083757,2093483281,10,0,0,0,1,0,0,1,0,65160,16158,0
1657216231.870613,42054,5050,2093483281,2878083758,8,0,0,0,1,0,0,0,0,502,27096,0
1657216231.870876,42054,5050,2093483281,2878083758,8,0,0,0,1,1,0,0,0,502,20163,0
1657216231.870891,5050,42054,2878083758,2093483781,8,0,0,0,1,0,0,0,0,506,26587,0
1657216231.870877,42054,5050,2093483781,2878083758,8,0,0,0,1,0,0,0,1,502,26595,0
1657216231.912032,5050,42054,2878083758,2093483782,8,0,0,0,1,0,0,0,0,506,26544,0
1657216233.874006,5050,42054,2878083758,2093483782,8,0,0,0,1,0,0,0,1,506,24581,0
1657216233.894292,42054,5050,2093483782,2878083759,8,0,0,0,1,0,0,0,0,502,22575,0
,,,,,,,,,,,,,,,,,76
,,,,,,,,,,,,,,,,,,0.02901005744934082
1657216241.488155,42056,5050,3409885055,0,10,0,0,0,0,0,0,1,0,64240,19816,0
1657216241.488173,5050,42056,2327244802,3409885056,10,0,0,0,1,0,0,1,0,65160,13845,0
1657216241.496271,42056,5050,3409885056,2327244803,8,0,0,0,1,0,0,0,0,502,24897,0
1657216241.496271,42056,5050,3409885056,2327244803,8,0,0,0,1,1,0,0,0,502,17964,0
1657216241.496306,5050,42056,2327244803,3409885556,8,0,0,0,1,0,0,0,0,506,24385,0
1657216241.496271,42056,5050,3409885556,2327244803,8,0,0,0,1,0,0,0,1,502,24396,0
1657216241.540095,5050,42056,2327244803,3409885557,8,0,0,0,1,0,0,0,0,506,24340,0
1657216243.500612,5050,42056,2327244803,3409885557,8,0,0,0,1,0,0,0,1,506,22379,0
1657216243.515705,42056,5050,3409885557,2327244804,8,0,0,0,1,0,0,0,0,502,20362,0
,,,,,,,,,,,,,,,,,76
,,,,,,,,,,,,,,,,,,0.027550220489501953
1657216251.11415,42058,5050,3652538264,0,10,0,0,0,0,0,0,1,0,64240,33071,0
1657216251.11417,5050,42058,498729573,3652538265,10,0,0,0,1,0,0,1,0,65160,40668,0
1657216251.125896,42058,5050,3652538265,498729574,8,0,0,0,1,0,0,0,0,502,51733,0
1657216251.126471,42058,5050,3652538265,498729574,8,0,0,0,1,1,0,0,0,502,44799,0
1657216251.126486,5050,42058,498729574,3652538765,8,0,0,0,1,0,0,0,0,506,51216,0
1657216251.126471,42058,5050,3652538765,498729574,8,0,0,0,1,0,0,0,1,502,51231,0
1657216251.168216,5050,42058,498729574,3652538766,8,0,0,0,1,0,0,0,0,506,51173,0
1657216253.130533,5050,42058,498729574,3652538766,8,0,0,0,1,0,0,0,1,506,49210,0
1657216253.136588,42058,5050,3652538766,498729575,8,0,0,0,1,0,0,0,0,502,47198,0
,,,,,,,,,,,,,,,,,76
,,,,,,,,,,,,,,,,,,0.02243804931640625
1657216260.942597,42060,5050,3534838849,0,10,0,0,0,0,0,0,1,0,64240,21996,0
1657216260.942617,5050,42060,1980625316,3534838850,10,0,0,0,1,0,0,1,0,65160,1442,0
1657216260.949386,42060,5050,3534838850,1980625317,8,0,0,0,1,0,0,0,0,502,12305,0
1657216260.951711,42060,5050,3534838850,1980625317,8,0,0,0,1,1,0,0,0,502,5372,0
1657216260.951729,5050,42060,1980625317,3534839350,8,0,0,0,1,0,0,0,0,506,11792,0
1657216260.952797,42060,5050,3534839350,1980625317,8,0,0,0,1,0,0,0,1,502,11803,0
1657216260.996002,5050,42060,1980625317,3534839351,8,0,0,0,1,0,0,0,0,506,11745,0
1657216262.956932,5050,42060,1980625317,3534839351,8,0,0,0,1,0,0,0,1,506,9784,0
1657216262.964231,42060,5050,3534839351,1980625318,8,0,0,0,1,0,0,0,0,502,7775,0
,,,,,,,,,,,,,,,,,76
,,,,,,,,,,,,,,,,,,0.02163410186767578
1657216270.569096,42064,5050,2437107657,0,10,0,0,0,0,0,0,1,0,64240,32128,0
1657216270.569115,5050,42064,63634140,2437107658,10,0,0,0,1,0,0,1,0,65160,28838,0
1657216270.577261,42064,5050,2437107658,63634141,8,0,0,0,1,0,0,0,0,502,39880,0
