1656783725.308428,36576,5050,2191395967,0,10,0,0,0,0,0,0,1,0,64240,33362,0
1656783725.308449,5050,36576,1202251966,2191395968,10,0,0,0,1,0,0,1,0,65160,56082,0
1656783725.313495,36576,5050,2191395968,1202251967,8,0,0,0,1,0,0,0,0,502,1624,0
1656783725.313495,36576,5050,2191395968,1202251967,8,0,0,0,1,1,0,0,0,502,8031,0
1656783725.313536,5050,36576,1202251967,2191395978,8,0,0,0,1,0,0,0,0,509,1602,0
1656783725.314342,36576,5050,2191395978,1202251967,8,0,0,0,1,0,0,0,1,502,1613,0
1656783725.356976,5050,36576,1202251967,2191395979,8,0,0,0,1,0,0,0,0,509,1558,0
1656783727.31849,5050,36576,1202251967,2191395979,8,0,0,0,1,0,0,0,1,509,65130,0
1656783727.323048,36576,5050,2191395979,1202251968,8,0,0,0,1,0,0,0,0,502,63127,0
,,,,,,,,,,,,,,,,,76
,,,,,,,,,,,,,,,,,,0.014620065689086914
1656783732.476051,36578,5050,852733533,0,10,0,0,0,0,0,0,1,0,64240,5244,0
1656783732.476074,5050,36578,2569365187,852733534,10,0,0,0,1,0,0,1,0,65160,33211,0
1656783732.480095,36578,5050,852733534,2569365188,8,0,0,0,1,0,0,0,0,502,44227,0
1656783732.480095,36578,5050,852733534,2569365188,8,0,0,0,1,1,0,0,0,502,50634,0
1656783732.480133,5050,36578,2569365188,852733544,8,0,0,0,1,0,0,0,0,509,44206,0
1656783732.480579,36578,5050,852733544,2569365188,8,0,0,0,1,0,0,0,1,502,44216,0
1656783732.524974,5050,36578,2569365188,852733545,8,0,0,0,1,0,0,0,0,509,44160,0
1656783734.484454,5050,36578,2569365188,852733545,8,0,0,0,1,0,0,0,1,509,42199,0
1656783734.488273,36578,5050,852733545,2569365189,8,0,0,0,1,0,0,0,0,502,40197,0
,,,,,,,,,,,,,,,,,76
,,,,,,,,,,,,,,,,,,0.012221813201904297
1656783739.651269,36580,5050,829710133,0,10,0,0,0,0,0,0,1,0,64240,18691,0
1656783739.651289,5050,36580,4024667245,829710134,10,0,0,0,1,0,0,1,0,65160,7635,0
1656783739.856208,36580,5050,829710134,4024667246,8,0,0,0,1,0,0,0,0,502,18605,0
1656783739.856208,36580,5050,829710134,4024667246,8,0,0,0,1,1,0,0,0,502,25012,0
1656783739.856247,5050,36580,4024667246,829710144,8,0,0,0,1,0,0,0,0,509,18383,0
1656783739.856208,36580,5050,829710144,4024667246,8,0,0,0,1,0,0,0,1,502,18594,0
1656783739.896979,5050,36580,4024667246,829710145,8,0,0,0,1,0,0,0,0,509,18341,0
1656783741.85908,5050,36580,4024667246,829710145,8,0,0,0,1,0,0,0,1,509,16378,0
1656783741.863361,36580,5050,829710145,4024667247,8,0,0,0,1,0,0,0,0,502,14213,0
,,,,,,,,,,,,,,,,,76
,,,,,,,,,,,,,,,,,,0.21209192276000977
1656783747.17696,36582,5050,2960791563,0,10,0,0,0,0,0,0,1,0,64240,62545,0
1656783747.17716,5050,36582,1082165310,2960791564,10,0,0,0,1,0,0,1,0,65160,24557,0
1656783747.22689,36582,5050,2960791564,1082165311,8,0,0,0,1,0,0,0,0,502,35576,0
1656783747.23146,36582,5050,2960791564,1082165311,8,0,0,0,1,1,0,0,0,502,41983,0
1656783747.23163,5050,36582,1082165311,2960791574,8,0,0,0,1,0,0,0,0,509,35554,0
1656783747.23146,36582,5050,2960791574,1082165311,8,0,0,0,1,0,0,0,1,502,35565,0
1656783747.6902,5050,36582,1082165311,2960791575,8,0,0,0,1,0,0,0,0,509,35507,0
1656783749.27337,5050,36582,1082165311,2960791575,8,0,0,0,1,0,0,0,1,509,33547,0
1656783749.31046,36582,5050,2960791575,1082165312,8,0,0,0,1,0,0,0,0,502,31545,0
,,,,,,,,,,,,,,,,,76
,,,,,,,,,,,,,,,,,,0.1335000991821289
1656783754.109598,36584,5050,1857579389,0,10,0,0,0,0,0,0,1,0,64240,51360,0
1656783754.109616,5050,36584,2102404091,1857579390,10,0,0,0,1,0,0,1,0,65160,16379,0
1656783754.113823,36584,5050,1857579390,2102404092,8,0,0,0,1,0,0,0,0,502,27473,0
1656783754.117544,36584,5050,1857579390,2102404092,8,0,0,0,1,1,0,0,0,502,33880,0
1656783754.117564,5050,36584,2102404092,1857579400,8,0,0,0,1,0,0,0,0,509,27448,0
1656783754.118441,36584,5050,1857579400,2102404092,8,0,0,0,1,0,0,0,1,502,27462,0
1656783754.16098,5050,36584,2102404092,1857579401,8,0,0,0,1,0,0,0,0,509,27404,0
1656783756.122235,5050,36584,2102404092,1857579401,8,0,0,0,1,0,0,0,1,509,25442,0
1656783756.128614,36584,5050,1857579401,2102404093,8,0,0,0,1,0,0,0,0,502,23436,0
,,,,,,,,,,,,,,,,,76
,,,,,,,,,,,,,,,,,,0.019016027450561523
1656783761.355393,36586,5050,1479997069,0,10,0,0,0,0,0,0,1,0,64240,13925,0
1656783761.355414,5050,36586,2663242246,1479997070,10,0,0,0,1,0,0,1,0,65160,47608,0
1656783761.359245,36586,5050,1479997070,2663242247,8,0,0,0,1,0,0,0,0,502,58541,0
1656783761.359887,36586,5050,1479997070,2663242247,8,0,0,0,1,1,0,0,0,502,64948,0
1656783761.359901,5050,36586,2663242247,1479997080,8,0,0,0,1,0,0,0,0,509,58520,0
1656783761.359887,36586,5050,1479997080,2663242247,8,0,0,0,1,0,0,0,1,502,58530,0
1656783761.405,5050,36586,2663242247,1479997081,8,0,0,0,1,0,0,0,0,509,58474,0
1656783763.363985,5050,36586,2663242247,1479997081,8,0,0,0,1,0,0,0,1,509,56514,0
